ProlificID,NativeLang,OtherLangs,TaskDesc,trial,trans,foil,answer,ReactionTime,form,identifier,result
59646f5198cf77000106feb1,English,NA,Translating another language,13,NOISY,http://honestcookingblog.com/soundfiles/kiiN.mp3,A,2046,yagurasyika,yagurasyika_NOISY,correct
59646f5198cf77000106feb1,English,NA,Translating another language,14,TIGHT,http://honestcookingblog.com/soundfiles/iQpai.mp3,A,2240,semai,semai_CRAMPED,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,15,TINY,http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,B,1283,tyiQtyai,tyiQtyai_SMALL,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,16,TICKLING,http://honestcookingblog.com/soundfiles/yakiyaki.mp3,B,1035,motyokoi,motyokoi_TICKLING,correct
59646f5198cf77000106feb1,English,NA,Translating another language,17,WEARY,http://honestcookingblog.com/soundfiles/kiiN.mp3,B,1312,kutakuta,kutakuta_EXHAUSTED,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,18,SLIMY,http://honestcookingblog.com/soundfiles/semai.mp3,B,1363,zuruNzuruN,zuruNzuruN_SLIMY,correct
59646f5198cf77000106feb1,English,NA,Translating another language,19,ANNOYED,http://honestcookingblog.com/soundfiles/kiree.mp3,A,1245,yakiyaki,yakiyaki_ANNOYED/IMPATIENT,correct
59646f5198cf77000106feb1,English,NA,Translating another language,20,SUCK,http://honestcookingblog.com/soundfiles/yakiyaki.mp3,B,1373,suu,suu_SUCK,correct
59646f5198cf77000106feb1,English,NA,Translating another language,21,THROBBING (E.G. HEADACHE),http://honestcookingblog.com/soundfiles/semai.mp3,A,1371,zyiNzyiN,zyiNzyiN_POUNDING (HEAD),correct
59646f5198cf77000106feb1,English,NA,Translating another language,22,TIRED,http://honestcookingblog.com/soundfiles/suu.mp3,A,1508,hetoheto,hetoheto_EXHAUSTED,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,23,CLEAN,http://honestcookingblog.com/soundfiles/suu.mp3,B,1631,kiree,kiree_CLEAN,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,24,SHIVERS (DOWN YOUR SPINE),http://honestcookingblog.com/soundfiles/semai.mp3,A,2486,zoNzoN,zoNzoN_SHIVERING,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,25,ENERGETIC,http://honestcookingblog.com/soundfiles/zoNzoN.mp3,B,1042,geNki,geNki_LIVELY,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,26,STUFFED (FROM EATING TOO MUCH),http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,B,1224,maNpuku,maNpuku_STUFFED (FULL OF FOOD),correct
59646f5198cf77000106feb1,English,NA,Translating another language,27,SNEAKY,http://honestcookingblog.com/soundfiles/kutakuta.mp3,A,1692,kosui,kosui_CUNNING,correct
59646f5198cf77000106feb1,English,NA,Translating another language,28,HARD,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,B,1138,katai,katai_HARD,correct
59646f5198cf77000106feb1,English,NA,Translating another language,29,BOUNCING,http://honestcookingblog.com/soundfiles/yagurasyika.mp3,B,1452,pyoNpyoN,pyoNpyoN_HOPPING,incorrect
59646f5198cf77000106feb1,English,NA,Translating another language,30,WHISPERING,http://honestcookingblog.com/soundfiles/kiiN.mp3,B,978,hisohiso,hisohiso_WHISPERING,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,1,WOBBLING,http://honestcookingblog.com/soundfiles/zarazara.mp3,A,3311,yoroyoro,yoroyoro_WOBBLING,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,2,FLUFFY,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,B,1706,fuwafuwa,fuwafuwa_SOFT,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,3,LOUD,http://honestcookingblog.com/soundfiles/suu.mp3,A,918,yakamasyii,yakamasyii_NOISY,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,4,BIG,http://honestcookingblog.com/soundfiles/pyoNpyoN.mp3,B,1109,ookii,ookii_BIG,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,5,SLIMY,http://honestcookingblog.com/soundfiles/hetoheto.mp3,B,866,nurunuru,nurunuru_SLIMY,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,6,FUZZY,http://honestcookingblog.com/soundfiles/maNpuku.mp3,B,5116,boNyari,boNyari_FUZZY,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,7,FULL (TO THE BRIM),http://honestcookingblog.com/soundfiles/kosui.mp3,B,806,iQpai,iQpai_FULL (TO THE BRIM),incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,8,TEAR,http://honestcookingblog.com/soundfiles/ookii.mp3,B,4116,saku,saku_TEAR,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,9,RINGING (E.G. A RINGING SOUND IN YOUR EARS),http://honestcookingblog.com/soundfiles/nurunuru.mp3,B,1028,kiiN,kiiN_RINGING,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,10,PINCHING,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,B,1013,kyuukutsuka,kyuukutsuka_TIGHT,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,11,GRITTY,http://honestcookingblog.com/soundfiles/yakamasyii.mp3,B,933,zarazara,zarazara_ROUGH,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,12,STICKY,http://honestcookingblog.com/soundfiles/nurunuru.mp3,A,3447,nebaneba,nebaneba_STICKY,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,13,NOISY,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,B,987,yagurasyika,yagurasyika_NOISY,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,14,TIGHT,http://honestcookingblog.com/soundfiles/saku.mp3,A,830,semai,semai_CRAMPED,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,15,SMALL,http://honestcookingblog.com/soundfiles/kiree.mp3,A,4499,tyiQtyai,tyiQtyai_SMALL,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,16,TICKLING,http://honestcookingblog.com/soundfiles/suu.mp3,A,618,motyokoi,motyokoi_TICKLING,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,17,TIRED,http://honestcookingblog.com/soundfiles/hisohiso.mp3,B,836,kutakuta,kutakuta_EXHAUSTED,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,18,SLIMY,http://honestcookingblog.com/soundfiles/kosui.mp3,A,1009,zuruNzuruN,zuruNzuruN_SLIMY,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,19,IMPATIENT,http://honestcookingblog.com/soundfiles/yagurasyika.mp3,B,697,yakiyaki,yakiyaki_ANNOYED/IMPATIENT,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,20,SUCK,http://honestcookingblog.com/soundfiles/katai.mp3,B,1083,suu,suu_SUCK,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,21,POUNDING (E.G. HEADACHE),http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,A,592,zyiNzyiN,zyiNzyiN_POUNDING (HEAD),correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,22,TIRED,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,A,1109,hetoheto,hetoheto_EXHAUSTED,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,23,CLEAN,http://honestcookingblog.com/soundfiles/geNki.mp3,B,876,kiree,kiree_CLEAN,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,24,SHIVERS (DOWN YOUR SPINE),http://honestcookingblog.com/soundfiles/yagurasyika.mp3,A,937,zoNzoN,zoNzoN_SHIVERING,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,25,LIVELY,http://honestcookingblog.com/soundfiles/yakiyaki.mp3,B,1285,geNki,geNki_LIVELY,incorrect
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,26,STUFFED (FROM EATING TOO MUCH),http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,B,2103,maNpuku,maNpuku_STUFFED (FULL OF FOOD),correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,27,CUNNING,http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,A,1787,kosui,kosui_CUNNING,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,28,HARD,http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,B,1174,katai,katai_HARD,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,29,HOPPING,http://honestcookingblog.com/soundfiles/kosui.mp3,A,967,pyoNpyoN,pyoNpyoN_HOPPING,correct
60e085b4c1fa6cf7858aab86,english,NA,a clue into which was the right answer would have made the survey more entertaining,30,WHISPERING,http://honestcookingblog.com/soundfiles/pyoNpyoN.mp3,A,1828,hisohiso,hisohiso_WHISPERING,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,1,WOBBLING,http://honestcookingblog.com/soundfiles/yakamasyii.mp3,A,2176,yoroyoro,yoroyoro_WOBBLING,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,2,FLUFFY,http://honestcookingblog.com/soundfiles/hisohiso.mp3,B,1672,fuwafuwa,fuwafuwa_SOFT,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,3,LOUD,http://honestcookingblog.com/soundfiles/katai.mp3,B,620,yakamasyii,yakamasyii_NOISY,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,4,MASSIVE,http://honestcookingblog.com/soundfiles/kiree.mp3,A,1952,ookii,ookii_BIG,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,5,SLIPPERY,http://honestcookingblog.com/soundfiles/yagurasyika.mp3,A,1634,nurunuru,nurunuru_SLIMY,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,6,FUZZY,http://honestcookingblog.com/soundfiles/tyiQtyai.mp3,A,2489,boNyari,boNyari_FUZZY,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,7,FULL (TO BURSTING),http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,A,742,iQpai,iQpai_FULL (TO THE BRIM),correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,8,TEAR,http://honestcookingblog.com/soundfiles/geNki.mp3,B,2223,saku,saku_TEAR,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,9,RINGING (E.G. A RINGING SOUND IN YOUR EARS),http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,A,1666,kiiN,kiiN_RINGING,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,10,PINCHING,http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,B,2004,kyuukutsuka,kyuukutsuka_TIGHT,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,11,GRITTY,http://honestcookingblog.com/soundfiles/saku.mp3,B,2375,zarazara,zarazara_ROUGH,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,12,GOOEY,http://honestcookingblog.com/soundfiles/kiiN.mp3,A,746,nebaneba,nebaneba_STICKY,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,13,NOISY,http://honestcookingblog.com/soundfiles/boNyari.mp3,A,733,yagurasyika,yagurasyika_NOISY,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,14,TIGHT,http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,B,2529,semai,semai_CRAMPED,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,15,SMALL,http://honestcookingblog.com/soundfiles/kosui.mp3,B,883,tyiQtyai,tyiQtyai_SMALL,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,16,TICKLING,http://honestcookingblog.com/soundfiles/boNyari.mp3,B,732,motyokoi,motyokoi_TICKLING,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,17,TIRED,http://honestcookingblog.com/soundfiles/zoNzoN.mp3,B,1123,kutakuta,kutakuta_EXHAUSTED,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,18,GOOEY,http://honestcookingblog.com/soundfiles/katai.mp3,A,1426,zuruNzuruN,zuruNzuruN_SLIMY,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,19,ANNOYED,http://honestcookingblog.com/soundfiles/yakamasyii.mp3,B,1405,yakiyaki,yakiyaki_ANNOYED/IMPATIENT,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,20,SUCK,http://honestcookingblog.com/soundfiles/tyiQtyai.mp3,B,1093,suu,suu_SUCK,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,21,THROBBING (E.G. HEADACHE),http://honestcookingblog.com/soundfiles/suu.mp3,A,1121,zyiNzyiN,zyiNzyiN_POUNDING (HEAD),correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,22,WEARY,http://honestcookingblog.com/soundfiles/iQpai.mp3,A,4543,hetoheto,hetoheto_EXHAUSTED,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,23,CLEAN,http://honestcookingblog.com/soundfiles/nurunuru.mp3,A,1840,kiree,kiree_CLEAN,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,24,(SPINE) TINGLING,http://honestcookingblog.com/soundfiles/geNki.mp3,B,991,zoNzoN,zoNzoN_SHIVERING,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,25,ENERGETIC,http://honestcookingblog.com/soundfiles/kiiN.mp3,A,1432,geNki,geNki_LIVELY,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,26,FULL (FROM EATING),http://honestcookingblog.com/soundfiles/geNki.mp3,B,1948,maNpuku,maNpuku_STUFFED (FULL OF FOOD),correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,27,SNEAKY,http://honestcookingblog.com/soundfiles/maNpuku.mp3,A,1181,kosui,kosui_CUNNING,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,28,HARD,http://honestcookingblog.com/soundfiles/yakiyaki.mp3,B,1388,katai,katai_HARD,correct
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,29,HOPPING,http://honestcookingblog.com/soundfiles/iQpai.mp3,B,1415,pyoNpyoN,pyoNpyoN_HOPPING,incorrect
55d587718ce09000057d49c7,English,NA,Guessing what Japanese words mean in English,30,WHISPERING,http://honestcookingblog.com/soundfiles/yoroyoro.mp3,B,647,hisohiso,hisohiso_WHISPERING,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,1,WOBBLING,http://honestcookingblog.com/soundfiles/fuwafuwa.mp3,B,4717,yoroyoro,yoroyoro_WOBBLING,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,2,FLUFFY,http://honestcookingblog.com/soundfiles/kyuukutsuka.mp3,A,1776,fuwafuwa,fuwafuwa_SOFT,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,3,NOISY,http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,A,1308,yakamasyii,yakamasyii_NOISY,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,4,LARGE,http://honestcookingblog.com/soundfiles/maNpuku.mp3,A,2480,ookii,ookii_BIG,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,5,SLIPPERY,http://honestcookingblog.com/soundfiles/pyoNpyoN.mp3,A,2624,nurunuru,nurunuru_SLIMY,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,6,HAZY,http://honestcookingblog.com/soundfiles/yakamasyii.mp3,B,1270,boNyari,boNyari_FUZZY,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,7,FULL (TO THE BRIM),http://honestcookingblog.com/soundfiles/saku.mp3,B,1674,iQpai,iQpai_FULL (TO THE BRIM),incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,8,TEAR,http://honestcookingblog.com/soundfiles/tyiQtyai.mp3,A,1813,saku,saku_TEAR,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,9,RINGING (E.G. A RINGING SOUND IN YOUR EARS),http://honestcookingblog.com/soundfiles/yoroyoro.mp3,A,1083,kiiN,kiiN_RINGING,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,10,PINCHING,http://honestcookingblog.com/soundfiles/motyokoi.mp3,A,1460,kyuukutsuka,kyuukutsuka_TIGHT,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,11,GRITTY,http://honestcookingblog.com/soundfiles/geNki.mp3,A,2920,zarazara,zarazara_ROUGH,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,12,GOOEY,http://honestcookingblog.com/soundfiles/kiiN.mp3,A,1672,nebaneba,nebaneba_STICKY,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,13,LOUD,http://honestcookingblog.com/soundfiles/semai.mp3,B,1495,yagurasyika,yagurasyika_NOISY,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,14,CRAMPED,http://honestcookingblog.com/soundfiles/zarazara.mp3,B,2626,semai,semai_CRAMPED,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,15,LITTLE,http://honestcookingblog.com/soundfiles/zarazara.mp3,A,1285,tyiQtyai,tyiQtyai_SMALL,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,16,TICKLING,http://honestcookingblog.com/soundfiles/boNyari.mp3,A,1291,motyokoi,motyokoi_TICKLING,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,17,TIRED,http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,B,1336,kutakuta,kutakuta_EXHAUSTED,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,18,SLIMY,http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,B,2058,zuruNzuruN,zuruNzuruN_SLIMY,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,19,ANNOYED,http://honestcookingblog.com/soundfiles/motyokoi.mp3,B,2193,yakiyaki,yakiyaki_ANNOYED/IMPATIENT,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,20,SUCK,http://honestcookingblog.com/soundfiles/nurunuru.mp3,B,1230,suu,suu_SUCK,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,21,POUNDING (E.G. HEADACHE),http://honestcookingblog.com/soundfiles/kutakuta.mp3,B,1968,zyiNzyiN,zyiNzyiN_POUNDING (HEAD),incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,22,WEARY,http://honestcookingblog.com/soundfiles/yakiyaki.mp3,B,2167,hetoheto,hetoheto_EXHAUSTED,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,23,CLEAN,http://honestcookingblog.com/soundfiles/nurunuru.mp3,A,1159,kiree,kiree_CLEAN,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,24,SHIVERS (DOWN YOUR SPINE),http://honestcookingblog.com/soundfiles/nebaneba.mp3,B,2701,zoNzoN,zoNzoN_SHIVERING,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,25,LIVELY,http://honestcookingblog.com/soundfiles/saku.mp3,B,1460,geNki,geNki_LIVELY,incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,26,FULL (FROM EATING),http://honestcookingblog.com/soundfiles/kiree.mp3,A,2100,maNpuku,maNpuku_STUFFED (FULL OF FOOD),incorrect
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,27,SLY,http://honestcookingblog.com/soundfiles/hetoheto.mp3,A,1091,kosui,kosui_CUNNING,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,28,HARD,http://honestcookingblog.com/soundfiles/nebaneba.mp3,B,2175,katai,katai_HARD,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,29,BOUNCING,http://honestcookingblog.com/soundfiles/iQpai.mp3,A,822,pyoNpyoN,pyoNpyoN_HOPPING,correct
5b54b161cba011000152e56c,english,NA,listening to japanese words and choosing what they might mean,30,WHISPERING,http://honestcookingblog.com/soundfiles/boNyari.mp3,B,2779,hisohiso,hisohiso_WHISPERING,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",1,WOBBLING,http://honestcookingblog.com/soundfiles/zyiNzyiN.mp3,A,1449,yoroyoro,yoroyoro_WOBBLING,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",2,FLUFFY,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,B,1326,fuwafuwa,fuwafuwa_SOFT,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",3,LOUD,http://honestcookingblog.com/soundfiles/maNpuku.mp3,B,1277,yakamasyii,yakamasyii_NOISY,incorrect
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",4,MASSIVE,http://honestcookingblog.com/soundfiles/geNki.mp3,B,1129,ookii,ookii_BIG,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",5,SLIMY,http://honestcookingblog.com/soundfiles/kutakuta.mp3,B,854,nurunuru,nurunuru_SLIMY,incorrect
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",6,BLURRY,http://honestcookingblog.com/soundfiles/yakiyaki.mp3,B,954,boNyari,boNyari_FUZZY,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",7,FULL (TO BURSTING),http://honestcookingblog.com/soundfiles/boNyari.mp3,A,3034,iQpai,iQpai_FULL (TO THE BRIM),correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",8,RIP,http://honestcookingblog.com/soundfiles/geNki.mp3,B,1395,saku,saku_TEAR,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",9,RINGING (E.G. A RINGING SOUND IN YOUR EARS),http://honestcookingblog.com/soundfiles/pyoNpyoN.mp3,A,2365,kiiN,kiiN_RINGING,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",10,TIGHT,http://honestcookingblog.com/soundfiles/boNyari.mp3,B,2639,kyuukutsuka,kyuukutsuka_TIGHT,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",11,COARSE,http://honestcookingblog.com/soundfiles/semai.mp3,B,1035,zarazara,zarazara_ROUGH,incorrect
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",12,GOOEY,http://honestcookingblog.com/soundfiles/ookii.mp3,B,3992,nebaneba,nebaneba_STICKY,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",13,LOUD,http://honestcookingblog.com/soundfiles/zuruNzuruN.mp3,A,2608,yagurasyika,yagurasyika_NOISY,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",14,TIGHT,http://honestcookingblog.com/soundfiles/motyokoi.mp3,B,3772,semai,semai_CRAMPED,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",15,SMALL,http://honestcookingblog.com/soundfiles/semai.mp3,A,2514,tyiQtyai,tyiQtyai_SMALL,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",16,TICKLING,http://honestcookingblog.com/soundfiles/zarazara.mp3,B,961,motyokoi,motyokoi_TICKLING,correct
5e49694cd35e8c3d396b58bf,English,N/A,"Guess the translation, Japanese sounds to English text",17,EXHAUSTED,http://honestcookingblog.com/soundfiles/kyuukutsuka.mp3,A,1606,kutakuta,kutakuta_EXHAUSTED,correct
