ProlificID,Native,Otherlangs,Taskdesc,experiment,trial,trans,foil,response,rt,form,identifier,grade
123,english,none,guessing stuff,1,31,GLUM,http://honestcookingblog.com/soundfiles//pyoyiwia.mp3,A,3737,setsunai,setsunai_SAD,correct
123,english,none,guessing stuff,1,32,HARD,http://honestcookingblog.com/soundfiles//zuwua.mp3,A,1074,katai,katai_HARD,incorrect
123,english,none,guessing stuff,1,33,BOUNCING,http://honestcookingblog.com/soundfiles//zeQ.mp3,A,3389,pyoNpyoN,pyoNpyoN_BOUNCING,correct
123,english,none,guessing stuff,1,34,WHISPERING,http://honestcookingblog.com/soundfiles//dzame.mp3,A,1756,hisohiso,hisohiso_WHISPERING,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,1,FLUFFY,http://honestcookingblog.com/soundfiles//gityu.mp3,A,1408,fuwafuwa,fuwafuwa_FLUFFY,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,2,WOBBLING,http://honestcookingblog.com/soundfiles//tyekye.mp3,B,1288,yoroyoro,yoroyoro_WOBBLING,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,3,SNEAKY,http://honestcookingblog.com/soundfiles//wapyaa.mp3,A,1113,zurui,zurui_CUNNING,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,4,(SPINE) TINGLING,http://honestcookingblog.com/soundfiles//pyera.mp3,B,1124,zokuzoku,zokuzoku_(SPINE) TINGLING,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,5,ROUGH,http://honestcookingblog.com/soundfiles//ruQka.mp3,A,1433,zyarizyari,zyarizyari_ROUGH,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,6,LETHARGIC,http://honestcookingblog.com/soundfiles//pyuQwu.mp3,B,952,naNgii,naNgii_SLUGGISH,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,7,SPLASHING,http://honestcookingblog.com/soundfiles//wuya.mp3,A,1717,taputapu,taputapu_SLOSHING,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,8,LOUD,http://honestcookingblog.com/soundfiles//era.mp3,B,1412,ookii,ookii_LOUD,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,9,HARD,http://honestcookingblog.com/soundfiles//wuya.mp3,B,2116,katyikatyi,katyikatyi_HARD,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,10,LONG,http://honestcookingblog.com/soundfiles//pyuwia.mp3,A,2105,nagai,nagai_LONG,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,11,QUIET,http://honestcookingblog.com/soundfiles//yaQ.mp3,B,1052,syiiN,syiiN_QUIET,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,12,SOUR,http://honestcookingblog.com/soundfiles//wuwiu.mp3,B,1073,syibui,syibui_SOUR,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,13,ACRID,http://honestcookingblog.com/soundfiles//yawuu.mp3,B,2292,nigai,nigai_BITTER,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,14,A LITTLE,http://honestcookingblog.com/soundfiles//wewe.mp3,B,1187,tyoQto,tyoQto_A LITTLE,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,15,OOZING,http://honestcookingblog.com/soundfiles//wara.mp3,A,2094,guzyuguzyu,guzyuguzyu_OOZING,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,16,TIGHT,http://honestcookingblog.com/soundfiles//yuwe.mp3,A,1431,tyiisoo,tyiisoo_TIGHT,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,17,TIRED,http://honestcookingblog.com/soundfiles//waQhe.mp3,A,845,syiNdo,syiNdo_EXHAUSTED,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,18,THIN,http://honestcookingblog.com/soundfiles//newiwi.mp3,B,1048,komaka,komaka_THIN,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,19,TREMBLING,http://honestcookingblog.com/soundfiles//wimu.mp3,B,956,gatagata,gatagata_SHAKING,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,20,COARSE,http://honestcookingblog.com/soundfiles//ewa.mp3,A,1042,ookii,ookii_ROUGH,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,21,ANNOYED,http://honestcookingblog.com/soundfiles//upyuwarepyiu.mp3,A,789,iratyimonai,iratyimonai_ANNOYED,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,22,TIRED,http://honestcookingblog.com/soundfiles//retyuu.mp3,A,1016,kowai,kowai_EXHAUSTED,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,23,TIDY,http://honestcookingblog.com/soundfiles//ruhewa.mp3,A,1653,migotsu,migotsu_CLEAN,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,24,SAD,http://honestcookingblog.com/soundfiles//wipyupyu.mp3,B,1135,gurasyi,gurasyi_SAD,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,25,HAPPY,http://honestcookingblog.com/soundfiles//akyopyu.mp3,A,1760,uresyii,uresyii_GLAD,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,26,ROUGH,http://honestcookingblog.com/soundfiles//uQkiu.mp3,A,1633,arai,arai_ROUGH,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,27,SLOW,http://honestcookingblog.com/soundfiles//weQwiwua.mp3,A,1115,doNkusai,doNkusai_SLOW,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,28,NOISY,http://honestcookingblog.com/soundfiles//pyoniQpiwuri.mp3,A,770,sekarasyika,sekarasyika_LOUD,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,29,KNOCK (AT THE DOOR),http://honestcookingblog.com/soundfiles//pyiwuhi.mp3,A,857,hadagu,hadagu_RAP (AT THE DOOR),correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,30,SMOKY,http://honestcookingblog.com/soundfiles//woramua.mp3,A,738,kebutai,kebutai_SMOKY,incorrect
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,31,SAD,http://honestcookingblog.com/soundfiles//wopyiyia.mp3,A,1350,setsunai,setsunai_SAD,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,32,HARD,http://honestcookingblog.com/soundfiles//ruyua.mp3,B,1677,katai,katai_HARD,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,33,HOPPING,http://honestcookingblog.com/soundfiles//reQ.mp3,A,1054,pyoNpyoN,pyoNpyoN_BOUNCING,correct
601c34296de5a06e8cf7085f,english,none,guessing which word was the correct sound in japanese,1,34,WHISPERING,http://honestcookingblog.com/soundfiles//zyage.mp3,B,1149,hisohiso,hisohiso_WHISPERING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,1,FLUFFY,http://honestcookingblog.com/soundfiles//gityu.mp3,A,3798,fuwafuwa,fuwafuwa_FLUFFY,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,2,WOBBLING,http://honestcookingblog.com/soundfiles//tehe.mp3,B,1135,yoroyoro,yoroyoro_WOBBLING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,3,SNEAKY,http://honestcookingblog.com/soundfiles//yaQkaa.mp3,B,1920,zurui,zurui_CUNNING,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,4,(SPINE) TINGLING,http://honestcookingblog.com/soundfiles//weni.mp3,B,2224,zokuzoku,zokuzoku_(SPINE) TINGLING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,5,ROUGH,http://honestcookingblog.com/soundfiles//yiQgu.mp3,B,4707,zyarizyari,zyarizyari_ROUGH,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,6,SLUGGISH,http://honestcookingblog.com/soundfiles//wuQru.mp3,B,2241,naNgii,naNgii_SLUGGISH,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,7,SLOSHING,http://honestcookingblog.com/soundfiles//yiwi.mp3,A,2421,taputapu,taputapu_SLOSHING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,8,NOISY,http://honestcookingblog.com/soundfiles//era.mp3,B,2551,ookii,ookii_LOUD,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,9,HARD,http://honestcookingblog.com/soundfiles//nuwa.mp3,A,2468,katyikatyi,katyikatyi_HARD,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,10,LONG,http://honestcookingblog.com/soundfiles//pyuwia.mp3,B,2504,nagai,nagai_LONG,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,11,QUIET,http://honestcookingblog.com/soundfiles//pyaQ.mp3,A,3877,syiiN,syiiN_QUIET,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,12,SOUR,http://honestcookingblog.com/soundfiles//yaraa.mp3,A,2215,syibui,syibui_SOUR,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,13,ACRID,http://honestcookingblog.com/soundfiles//pyuhia.mp3,A,2583,nigai,nigai_BITTER,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,14,A LITTLE,http://honestcookingblog.com/soundfiles//wewe.mp3,B,1597,tyoQto,tyoQto_A LITTLE,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,15,SEEPING OUT (E.G. LIQUID),http://honestcookingblog.com/soundfiles//wara.mp3,A,2395,guzyuguzyu,guzyuguzyu_OOZING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,16,PINCHING,http://honestcookingblog.com/soundfiles//raye.mp3,B,6289,tyiisoo,tyiisoo_TIGHT,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,17,TIRED,http://honestcookingblog.com/soundfiles//pyaQye.mp3,A,2122,syiNdo,syiNdo_EXHAUSTED,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,18,SLENDER,http://honestcookingblog.com/soundfiles//newiwi.mp3,A,5190,komaka,komaka_THIN,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,19,TREMBLING,http://honestcookingblog.com/soundfiles//huyi.mp3,A,3401,gatagata,gatagata_SHAKING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,20,ROUGH,http://honestcookingblog.com/soundfiles//enu.mp3,B,4215,ookii,ookii_ROUGH,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,21,ANNOYED,http://honestcookingblog.com/soundfiles//upyuwarepyiu.mp3,A,2738,iratyimonai,iratyimonai_ANNOYED,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,22,TIRED,http://honestcookingblog.com/soundfiles//weQtuu.mp3,A,2061,kowai,kowai_EXHAUSTED,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,23,TIDY,http://honestcookingblog.com/soundfiles//hurepya.mp3,A,3065,migotsu,migotsu_CLEAN,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,24,SAD,http://honestcookingblog.com/soundfiles//raQkiwa.mp3,B,2463,gurasyi,gurasyi_SAD,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,25,HAPPY,http://honestcookingblog.com/soundfiles//aQpowu.mp3,A,1903,uresyii,uresyii_GLAD,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,26,GRITTY,http://honestcookingblog.com/soundfiles//iQgua.mp3,A,5804,arai,arai_ROUGH,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,27,SLOW,http://honestcookingblog.com/soundfiles//weQwiwua.mp3,B,3191,doNkusai,doNkusai_SLOW,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,28,LOUD,http://honestcookingblog.com/soundfiles//pyoniQpiwuri.mp3,B,2829,sekarasyika,sekarasyika_LOUD,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,29,RAP (AT THE DOOR),http://honestcookingblog.com/soundfiles//ruhira.mp3,A,2786,hadagu,hadagu_RAP (AT THE DOOR),correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,30,SMOKY,http://honestcookingblog.com/soundfiles//nowiyiu.mp3,B,2644,kebutai,kebutai_SMOKY,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,31,SAD,http://honestcookingblog.com/soundfiles//yowapyuu.mp3,B,1857,setsunai,setsunai_SAD,incorrect
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,32,HARD,http://honestcookingblog.com/soundfiles//ruyua.mp3,B,3279,katai,katai_HARD,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,33,BOUNCING,http://honestcookingblog.com/soundfiles//reQ.mp3,A,1263,pyoNpyoN,pyoNpyoN_BOUNCING,correct
5d02c54c24dcfd00165f7012,English,NA,"Listening to two japanese words, and deciding which one was the translation of the english word",1,34,WHISPERING,http://honestcookingblog.com/soundfiles//nake.mp3,B,2216,hisohiso,hisohiso_WHISPERING,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,1,FLUFFY,http://honestcookingblog.com/soundfiles//nitsu.mp3,A,2737,fuwafuwa,fuwafuwa_FLUFFY,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,2,WOBBLING,http://honestcookingblog.com/soundfiles//tehe.mp3,B,1125,yoroyoro,yoroyoro_WOBBLING,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,3,SLY,http://honestcookingblog.com/soundfiles//pyiQpiu.mp3,A,860,zurui,zurui_CUNNING,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,4,SHIVERS (DOWN YOUR SPINE),http://honestcookingblog.com/soundfiles//yewi.mp3,B,659,zokuzoku,zokuzoku_(SPINE) TINGLING,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,5,COARSE,http://honestcookingblog.com/soundfiles//yiQgu.mp3,A,9653,zyarizyari,zyarizyari_ROUGH,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,6,SLUGGISH,http://honestcookingblog.com/soundfiles//pyuQwu.mp3,B,3244,naNgii,naNgii_SLUGGISH,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,7,SLOSHING,http://honestcookingblog.com/soundfiles//wuya.mp3,B,2499,taputapu,taputapu_SLOSHING,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,8,NOISY,http://honestcookingblog.com/soundfiles//era.mp3,A,3713,ookii,ookii_LOUD,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,9,HARD,http://honestcookingblog.com/soundfiles//riru.mp3,B,4651,katyikatyi,katyikatyi_HARD,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,10,LONG,http://honestcookingblog.com/soundfiles//yiruu.mp3,B,7829,nagai,nagai_LONG,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,11,QUIET,http://honestcookingblog.com/soundfiles//wuQ.mp3,B,841,syiiN,syiiN_QUIET,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,12,ACIDIC,http://honestcookingblog.com/soundfiles//wuwiu.mp3,B,5199,syibui,syibui_SOUR,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,13,ACRID,http://honestcookingblog.com/soundfiles//yawuu.mp3,B,8615,nigai,nigai_BITTER,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,14,A LITTLE,http://honestcookingblog.com/soundfiles//reye.mp3,B,2036,tyoQto,tyoQto_A LITTLE,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,15,SEEPING OUT (E.G. LIQUID),http://honestcookingblog.com/soundfiles//hawa.mp3,B,2989,guzyuguzyu,guzyuguzyu_OOZING,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,16,PINCHING,http://honestcookingblog.com/soundfiles//raye.mp3,B,2078,tyiisoo,tyiisoo_TIGHT,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,17,TIRED,http://honestcookingblog.com/soundfiles//waQhe.mp3,B,6561,syiNdo,syiNdo_EXHAUSTED,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,18,SLENDER,http://honestcookingblog.com/soundfiles//reyunu.mp3,A,1030,komaka,komaka_THIN,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,19,SHAKING,http://honestcookingblog.com/soundfiles//huyi.mp3,A,1588,gatagata,gatagata_SHAKING,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,20,ROUGH,http://honestcookingblog.com/soundfiles//eru.mp3,A,4817,ookii,ookii_ROUGH,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,21,IMPATIENT,http://honestcookingblog.com/soundfiles//upyuwarepyiu.mp3,A,6541,iratyimonai,iratyimonai_ANNOYED,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,22,WEARY,http://honestcookingblog.com/soundfiles//retyuu.mp3,B,2211,kowai,kowai_EXHAUSTED,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,23,TIDY,http://honestcookingblog.com/soundfiles//waweyi.mp3,A,11261,migotsu,migotsu_CLEAN,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,24,GLUM,http://honestcookingblog.com/soundfiles//wipyupyu.mp3,B,2462,gurasyi,gurasyi_SAD,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,25,HAPPY,http://honestcookingblog.com/soundfiles//aQpowu.mp3,A,1347,uresyii,uresyii_GLAD,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,26,ROUGH,http://honestcookingblog.com/soundfiles//ipyua.mp3,B,13861,arai,arai_ROUGH,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,27,SLOW,http://honestcookingblog.com/soundfiles//heQrayiu.mp3,B,783,doNkusai,doNkusai_SLOW,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,28,NOISY,http://honestcookingblog.com/soundfiles//yorukyupyanu.mp3,B,7760,sekarasyika,sekarasyika_LOUD,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,29,RAP (AT THE DOOR),http://honestcookingblog.com/soundfiles//wiyuwi.mp3,A,4861,hadagu,hadagu_RAP (AT THE DOOR),correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,30,SMOKY,http://honestcookingblog.com/soundfiles//woramua.mp3,A,4640,kebutai,kebutai_SMOKY,incorrect
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,31,SAD,http://honestcookingblog.com/soundfiles//pyoyiwia.mp3,A,6882,setsunai,setsunai_SAD,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,32,HARD,http://honestcookingblog.com/soundfiles//ruyua.mp3,B,1024,katai,katai_HARD,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,33,BOUNCING,http://honestcookingblog.com/soundfiles//zeQ.mp3,A,622,pyoNpyoN,pyoNpyoN_BOUNCING,correct
6063759f4d065d4cc8e2b78d,English,NA,Guessing English translations of Japanese spoken words,1,34,WHISPERING,http://honestcookingblog.com/soundfiles//dzame.mp3,B,1262,hisohiso,hisohiso_WHISPERING,correct
5a9bc842873cda0001dcb644,English,NA,Assigning Japanese words to the engish equivalents,1,1,FLUFFY,http://honestcookingblog.com/soundfiles//nitsu.mp3,A,1792,fuwafuwa,fuwafuwa_FLUFFY,correct
5a9bc842873cda0001dcb644,English,NA,Assigning Japanese words to the engish equivalents,1,2,WOBBLING,http://honestcookingblog.com/soundfiles//tyekye.mp3,B,1653,yoroyoro,yoroyoro_WOBBLING,correct
5a9bc842873cda0001dcb644,English,NA,Assigning Japanese words to the engish equivalents,1,3,CUNNING,http://honestcookingblog.com/soundfiles//yaQkaa.mp3,A,1034,zurui,zurui_CUNNING,correct
5a9bc842873cda0001dcb644,English,NA,Assigning Japanese words to the engish equivalents,1,4,(SPINE) TINGLING,http://honestcookingblog.com/soundfiles//pyera.mp3,B,1290,zokuzoku,zokuzoku_(SPINE) TINGLING,correct
5a9bc842873cda0001dcb644,English,NA,Assigning Japanese words to the engish equivalents,1,5,GRITTY,http://honestcookingblog.com/soundfiles//yiQgu.mp3,A,672,zyarizyari,zyarizyari_ROUGH,correct
