ProlificID,Native,Otherlangs,Taskdesc,experiment,trial,trans,rating,rt,form,identifier
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,10,DRUMMING (E.G. HEART),4,5960,dokidoki,dokidoki_POUNDING (e.g. heart)
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,11,BRAZEN,2,3367,adzu,adzu_RUDE
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,12,PRICKLING,4,4159,syikasyika,syikasyika_ITCHING
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,13,FREEZE,1,1819,syibareru,syibareru_FREEZE
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,14,QUIET,2,4588,syiiN,syiiN_QUIET
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,15,PULSATING,5,4672,zuNzuN,zuNzuN_THROBBING
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,16,CLEAR,2,6994,haQkiri,haQkiri_CLEAR
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,17,ANNOYED,2,1563,zyireQtai,zyireQtai_ANNOYED
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,18,LETHARGIC,4,4452,naNgii,naNgii_SLUGGISH
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,19,GOOEY,3,5909,nurunuru,nurunuru_STICKY
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,20,ARROGANT,2,3649,tyiputoi,tyiputoi_RUDE
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,21,TICKLING,1,1248,kosobai,kosobai_TICKLING
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,22,EXHAUSTED,2,1412,kutabireta,kutabireta_EXHAUSTED
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,23,RIP,2,2041,yabuku,yabuku_TEAR
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,24,LETHARGIC,2,2347,erai,erai_SLUGGISH
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,25,SMALL,2,4302,hosoi,hosoi_SMALL
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,26,PRICKLING,3,9101,kaii,kaii_PRICKLING
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,27,TICKLING,2,4086,kusuguQtee,kusuguQtee_TICKLING
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,28,OILY/HEAVY (FOOD),2,859,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,29,SCRATCH,2,1038,kakazyiru,kakazyiru_SCRATCH
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,30,DAZZLING,2,1424,hidoroQko,hidoroQko_GLARING (light)
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,31,BIND,1,1888,kubiru,kubiru_BIND
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,32,HARD,2,1068,katai,katai_HARD
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,33,BOUNCING,5,2161,pyoNpyoN,pyoNpyoN_BOUNCING
6132572d113873b90f0c378d,english,none,hearing Japanese words and deciding if they sound like their meaning,1,34,WHISPERING,2,4950,hisohiso,hisohiso_WHISPERING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,1,FLUFFY,4,4955,fuwafuwa,fuwafuwa_FLUFFY
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,2,WOBBLING,5,1876,yoroyoro,yoroyoro_WOBBLING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,3,SLIGHTLY,0,1517,tyobiQto,tyobiQto_A LITTLE
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,4,EXHAUSTED,0,1252,hoQkori,hoQkori_EXHAUSTED
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,5,EXHAUSTED,0,1657,syiNdo,syiNdo_EXHAUSTED
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,6,ANNOYED,2,2194,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,7,SPEEDY,5,2407,hayai,hayai_FAST
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,8,TINGLING,1,4163,hirihiri,hirihiri_BURNING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,9,SOGGY,1,1963,syimeQpoi,syimeQpoi_WET
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,10,POUNDING (E.G. HEART),6,1377,dokidoki,dokidoki_POUNDING (e.g. heart)
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,11,ARROGANT,0,1252,adzu,adzu_RUDE
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,12,ITCHING,4,1460,syikasyika,syikasyika_ITCHING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,13,FREEZE,0,1033,syibareru,syibareru_FREEZE
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,14,QUIET,0,1431,syiiN,syiiN_QUIET
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,15,THROBBING,5,2099,zuNzuN,zuNzuN_THROBBING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,16,REFRESHED,0,1393,haQkiri,haQkiri_CLEAR
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,17,ANNOYED,0,1032,zyireQtai,zyireQtai_ANNOYED
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,18,LETHARGIC,2,3896,naNgii,naNgii_SLUGGISH
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,19,GOOEY,4,3872,nurunuru,nurunuru_STICKY
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,20,BRAZEN,0,1165,tyiputoi,tyiputoi_RUDE
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,21,TICKLING,0,2270,kosobai,kosobai_TICKLING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,22,EXHAUSTED,0,1496,kutabireta,kutabireta_EXHAUSTED
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,23,TEAR,0,810,yabuku,yabuku_TEAR
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,24,LETHARGIC,0,1309,erai,erai_SLUGGISH
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,25,LITTLE,0,920,hosoi,hosoi_SMALL
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,26,TINGLING,4,2211,kaii,kaii_PRICKLING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,27,TICKLING,0,2088,kusuguQtee,kusuguQtee_TICKLING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,28,OILY/HEAVY (FOOD),0,716,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,29,SCRATCH,4,2482,kakazyiru,kakazyiru_SCRATCH
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,30,GLARING (LIGHT),0,913,hidoroQko,hidoroQko_GLARING (light)
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,31,TIGHTEN,0,1062,kubiru,kubiru_BIND
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,32,HARD,1,2367,katai,katai_HARD
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,33,HOPPING,5,1264,pyoNpyoN,pyoNpyoN_BOUNCING
602962dea01dee8900886c7a,English,"British Sign Language, a little tourist French, a little tourist Spanish","Evaluating Japanese words, saying how we rated the sound of them in comparison to their meaning.",1,34,WHISPERING,3,1614,hisohiso,hisohiso_WHISPERING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,1,FLUFFY,4,7922,fuwafuwa,fuwafuwa_FLUFFY
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,2,WOBBLING,6,3360,yoroyoro,yoroyoro_WOBBLING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,3,SLIGHTLY,0,817,tyobiQto,tyobiQto_A LITTLE
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,4,TIRED,0,1517,hoQkori,hoQkori_EXHAUSTED
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,5,EXHAUSTED,0,1902,syiNdo,syiNdo_EXHAUSTED
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,6,ANNOYED,1,2029,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,7,QUICK,6,2372,hayai,hayai_FAST
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,8,BURNING,1,1724,hirihiri,hirihiri_BURNING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,9,WET,0,840,syimeQpoi,syimeQpoi_WET
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,10,BEATING (E.G. HEART),5,1275,dokidoki,dokidoki_POUNDING (e.g. heart)
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,11,BRAZEN,0,1129,adzu,adzu_RUDE
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,12,ITCHING,6,1311,syikasyika,syikasyika_ITCHING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,13,FREEZE,0,1903,syibareru,syibareru_FREEZE
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,14,QUIET,1,1677,syiiN,syiiN_QUIET
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,15,PULSATING,4,3192,zuNzuN,zuNzuN_THROBBING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,16,REFRESHED,1,1261,haQkiri,haQkiri_CLEAR
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,17,ANNOYED,1,1861,zyireQtai,zyireQtai_ANNOYED
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,18,LETHARGIC,1,2544,naNgii,naNgii_SLUGGISH
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,19,GOOEY,2,2142,nurunuru,nurunuru_STICKY
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,20,ARROGANT,0,1093,tyiputoi,tyiputoi_RUDE
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,21,TICKLING,0,2379,kosobai,kosobai_TICKLING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,22,TIRED,0,1365,kutabireta,kutabireta_EXHAUSTED
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,23,TEAR,1,2991,yabuku,yabuku_TEAR
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,24,SLUGGISH,0,1394,erai,erai_SLUGGISH
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,25,SMALL,1,1717,hosoi,hosoi_SMALL
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,26,SCRATCHING,0,2123,kaii,kaii_PRICKLING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,27,TICKLING,0,973,kusuguQtee,kusuguQtee_TICKLING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,28,OILY/HEAVY (FOOD),1,1774,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,29,SCRATCH,1,3194,kakazyiru,kakazyiru_SCRATCH
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,30,GLARING (LIGHT),0,841,hidoroQko,hidoroQko_GLARING (light)
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,31,BIND,0,942,kubiru,kubiru_BIND
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,32,HARD,3,1069,katai,katai_HARD
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,33,HOPPING,6,776,pyoNpyoN,pyoNpyoN_BOUNCING
5973a2a29ffbd500014af4b7,English,None,Deciding whether JApanese words sound like their meaning,1,34,WHISPERING,5,2174,hisohiso,hisohiso_WHISPERING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,1,FLUFFY,6,2299,fuwafuwa,fuwafuwa_FLUFFY
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,2,WOBBLING,1,2111,yoroyoro,yoroyoro_WOBBLING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,3,SLIGHTLY,1,1559,tyobiQto,tyobiQto_A LITTLE
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,4,TIRED,1,1088,hoQkori,hoQkori_EXHAUSTED
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,5,WEARY,2,2427,syiNdo,syiNdo_EXHAUSTED
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,6,ANNOYED,4,1496,yaNdagunaruQ,yaNdagunaruQ_ANNOYED
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,7,QUICK,4,1559,hayai,hayai_FAST
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,8,TINGLING,4,944,hirihiri,hirihiri_BURNING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,9,SOGGY,1,1454,syimeQpoi,syimeQpoi_WET
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,10,DRUMMING (E.G. HEART),5,1586,dokidoki,dokidoki_POUNDING (e.g. heart)
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,11,RUDE,3,1647,adzu,adzu_RUDE
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,12,ITCHING,4,1667,syikasyika,syikasyika_ITCHING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,13,FREEZE,1,1128,syibareru,syibareru_FREEZE
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,14,QUIET,1,1218,syiiN,syiiN_QUIET
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,15,PULSATING,6,1517,zuNzuN,zuNzuN_THROBBING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,16,CLEAR,4,3233,haQkiri,haQkiri_CLEAR
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,17,IMPATIENT,1,754,zyireQtai,zyireQtai_ANNOYED
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,18,SLUGGISH,4,2047,naNgii,naNgii_SLUGGISH
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,19,GOOEY,4,1130,nurunuru,nurunuru_STICKY
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,20,RUDE,3,2184,tyiputoi,tyiputoi_RUDE
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,21,TICKLING,2,1076,kosobai,kosobai_TICKLING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,22,EXHAUSTED,5,1932,kutabireta,kutabireta_EXHAUSTED
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,23,TEAR,1,1518,yabuku,yabuku_TEAR
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,24,SLUGGISH,1,1342,erai,erai_SLUGGISH
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,25,LITTLE,1,1690,hosoi,hosoi_SMALL
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,26,SCRATCHING,3,1686,kaii,kaii_PRICKLING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,27,TICKLING,0,1433,kusuguQtee,kusuguQtee_TICKLING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,28,OILY/HEAVY (FOOD),0,1967,aburaQkoi,aburaQkoi_OILY/HEAVY (food)
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,29,SCRATCH,4,1232,kakazyiru,kakazyiru_SCRATCH
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,30,DAZZLING,2,1260,hidoroQko,hidoroQko_GLARING (light)
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,31,TIGHTEN,1,2187,kubiru,kubiru_BIND
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,32,HARD,2,1458,katai,katai_HARD
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,33,HOPPING,2,1573,pyoNpyoN,pyoNpyoN_BOUNCING
61693b21fbf953323ceadf35,english,NA,rating if japanese words rsounded like they related to what they meant,1,34,WHISPERING,2,999,hisohiso,hisohiso_WHISPERING
