Timestamp,exp,Prolific.ID,concept,word,answer,RT,Native.Language,Other.Languages,Unknown.words,Which.words,Task.Description,answer_sen,foil_sen,time_taken
11/09/2020 12:42,17,577c065c9fecfe0001a5bcc7,AFRAID-2,kowa,correct,3257,English,,yes,NA,listening to Japanese words and traslating them,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",297.469
11/09/2020 12:44,17,5b58be8a51ac08000194fcd4,AFRAID-2,kowa,incorrect,3922,English,,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",333.188
11/09/2020 12:44,17,5ec9bdbf4bd36711c1fc716a,AFRAID-2,kowa,correct,2516,English,,no,NA,I was listening to Japanese words and guessing their meaning,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",218.655
11/09/2020 12:48,17,5e5664680e9b5b000de3d751,AFRAID-2,kowa,incorrect,1818,English,Spanish,no,NA,Trying to guess what a describing word was being spoken in Japanese.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",419.412
11/09/2020 12:50,17,5d7e233d7203e80001f50f7c,AFRAID-2,kowa,correct,6242,English,French a little,no,NA,Japanese translation,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",339.566
11/09/2020 12:53,17,5e85a0213a32c319090feab4,AFRAID-2,kowa,correct,1917,English,None,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",343.995
11/09/2020 12:53,17,5f52c36a573b995ca8add5be,AFRAID-2,kowa,correct,2184,English,None,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",357.621
11/09/2020 12:54,17,5a9722391eda4100013649f3,AFRAID-2,kowa,incorrect,3113,English,Minor French and Spanish,no,NA,guessing the translation of japanese words to english,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",531.195
11/09/2020 12:56,17,5bf53c8d3b34450001726047,AFRAID-2,kowa,correct,3498,English,None,no,NA,Listening to spoken Japanese words and trying to determine their meanings in English,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",547.77
11/09/2020 12:59,17,5cb898d38609200014b98859,AFRAID-2,kowa,correct,4984,English,"a little German, French, Italian",no,NA,Guessing what the Japanese words meant,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",815.052
11/09/2020 13:19,17,5eaf4206cced61646d2907f8,AFRAID-2,kowa,incorrect,1124,England,French,no,NA,Listening to Japanese words and guessing their English translation ,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",258.901
11/09/2020 13:21,17,5775a802f8f7ed00014b4c50,AFRAID-2,kowa,correct,2596,British,none,no,NA,guessing the meaning of japanese words,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",382.068
11/09/2020 13:36,17,5e2a0aa08844870772182455,AFRAID-2,kowa,incorrect,499,English,None,no,NA,I was guessing the meaning of Japanese words.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",368.823
11/09/2020 13:36,17,59942e109845ef00014de0a3,AFRAID-2,kowa,correct,898,English,German,no,NA,Guessing the meaning in English of some Japanese words,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",383.114
6/10/2020 12:08,18,5df3c01761b48a295ffba48f,AFRAID-2,kowa,incorrect,4023,English,None,no,NA,Listening to a series of Japanese words and trying to select a contextual equivalent in English by guesswork.,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",510.401
6/10/2020 12:09,18,5f4c2666459811846b9b9763,AFRAID-2,kowa,correct,1894,English,Spanish,no,NA,,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",183.427
6/10/2020 12:09,18,5e4ebab0056b9c30d2bb674c,AFRAID-2,kowa,correct,2974,English,,no,NA,Listening to japanese words and guessing the english translation from a choice of two sentances. ,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",309.866
6/10/2020 12:09,18,5ea02e924f363b03dc7c05e3,AFRAID-2,kowa,incorrect,1201,English,French,no,NA,Guessing the meaning of Japanese words,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",493.111
6/10/2020 12:10,18,597725537f87260001cd5b65,AFRAID-2,kowa,incorrect,1779,English,,no,NA,Listening to japanese and guessing what they were in English,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",303.729
6/10/2020 12:11,18,5ee0eeb26cb68d0a7967870b,AFRAID-2,kowa,correct,1973,English,,yes,NA,interesting,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",232.584
6/10/2020 12:12,18,5e1ca190d6b7e102f5dd5487,AFRAID-2,kowa,incorrect,3885,English,None,no,NA,Trying to match the sounds of Japanese words to their meaning in English,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",286.544
6/10/2020 12:12,18,5c52dce2d3cc6b0001d938a5,AFRAID-2,kowa,incorrect,2814,English,none,no,NA,"Listening to Japanese words, and guessing the English translation from 2 options","After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",294.093
6/10/2020 12:13,18,5e9321bc2ac4bb1735bec64f,AFRAID-2,kowa,correct,561,English,German (some),no,NA,I was trying to match Japanese words to English words and given English sentences for context.,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",357.743
6/10/2020 12:13,18,5f2aa5dd21e0b130d8e9be70,AFRAID-2,kowa,correct,1431,English,,yes,NA,Sat in a quiet room. Replayed the words and tried to sound them out myself ,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",399.431
6/10/2020 12:14,18,5c98db753df5fc0016e3baed,AFRAID-2,kowa,incorrect,3875,english,none,no,NA,guessing japanesse words,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",254.576
6/10/2020 12:17,18,5f651772bf9906084bc834b7,AFRAID-2,kowa,incorrect,727,English,,no,NA,Sitting at a computer guessing the meanings of Japanese words,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",505.3
6/10/2020 12:19,18,5ed0998b07a7ba17d1408da1,AFRAID-2,kowa,incorrect,1014,English,,yes,NA,Fun and easy!,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",354.27
6/10/2020 12:51,18,5f350486d0c0764216b6745e,AFRAID-2,kowa,incorrect,1992,English,,no,NA,I was trying to listen to the japanese word I thought sounded the most like the english equivilant in terms of tone and sound,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",317.733
8/10/2020 21:16,18,5c426de31ddd660001c99cdd,AFRAID-2,kowa,correct,1230,english,swedish,no,NA,,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",166.143
8/10/2020 21:17,18,5ee7a70c55e80504fa3bc6ab,AFRAID-2,kowa,correct,1851,English,Bits of German,no,NA,Listening to Japanese spoken and guessing what the word means,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",193.09
8/10/2020 21:17,18,5ccb3fb3d322be00155c9fce,AFRAID-2,kowa,incorrect,2692,English,,yes,NA,I was listening to Japanese words and guessing their meanings,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",219.878
8/10/2020 21:18,18,5eeaff91fd89901efebf84b4,AFRAID-2,kowa,incorrect,2444,English,none,no,NA,Guessing what the Japaneses words meant ,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",267.636
8/10/2020 21:18,18,5c921ef15be2830016f8c8ea,AFRAID-2,kowa,incorrect,1683,English ,,no,NA,Trying to translate Japanese words,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",275.15
8/10/2020 21:19,18,5eebc01d1b53c11438f3405b,AFRAID-2,kowa,incorrect,1596,English,French,no,NA,Guessing what Japanese words meant ,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",308.303
8/10/2020 21:19,18,5eda6493ce80f30be6128167,AFRAID-2,kowa,correct,1944,English,,no,NA,Listening to Japanese words and trying to guess the meaning in english,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",368.314
8/10/2020 21:19,18,5bfa8c4b18430e0001865d19,AFRAID-2,kowa,incorrect,745,English,None,no,NA,Trying to work out which words in Chinese are which in English...All worked OK,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",399.054
8/10/2020 21:23,18,5c5f61170a2a3c000123dc45,AFRAID-2,kowa,correct,4835,English,French,no,NA,Guess the English translation of a Japanese word from a choice of two,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",512.707
8/10/2020 21:26,18,5e6143aea9267c045bfcf7a2,AFRAID-2,kowa,incorrect,1428,English,None,no,NA,Trying to guess the meaning of Japanese words based on how they sound,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",765.246
8/10/2020 21:27,18,5ec705b09b469614f8418b27,AFRAID-2,kowa,incorrect,2518,English,"French, German",no,NA,Guessing between two english words as translation of a japanese word,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",841.186
8/10/2020 21:27,18,5c377642bc6444000133aae9,AFRAID-2,kowa,correct,1311,English,None,no,NA,To guess the translation of Japanese words to English,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",772.653
8/10/2020 21:28,18,5d6d94cb05e6930001a1464d,AFRAID-2,kowa,incorrect,3480,English,some Spanish,no,NA,Guessing the meaning of Japanese words.,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",568.778
8/10/2020 21:29,18,5cb902701f3e4c00015d1ab8,AFRAID-2,kowa,correct,3149,English,French,no,NA,Guessing the meaning of Japanese words,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",934.925
8/10/2020 21:33,18,5c1a54257fa1590001b96070,AFRAID-2,kowa,correct,5219,english,none,no,NA,understanding japanese language,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",1198.384
15/10/2020 16:29,18,5f0787e0905be01692f34950,AFRAID-2,kowa,incorrect,509,English,none,no,NA,closest translation to a japanese word in english,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",305.99
15/10/2020 16:29,18,5ee5defbfe74a3000d106f51,AFRAID-2,kowa,correct,1808,English,French,no,NA,I was trying to guess the correct English word for the Japanese words that were being played out to me.,"After I heard the gunshots and saw the blood, I was very SCARED.","After wasting several hours on pointless tasks, I was very UPSET.",362.513
7/09/2020 12:45,8,5f21cbf0a6367c60710a9ad7,AFRAID-2,okkanai,incorrect,3646,English,,no,NA,listening to japanese words and trying to guess which was the possible meaning from two options,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",383.45
7/09/2020 12:46,8,5f2acd0ea768ae39f46378b2,AFRAID-2,okkanai,incorrect,2447,English,,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",211.493
7/09/2020 12:51,8,559a78a5fdf99b76964a0ddd,AFRAID-2,okkanai,correct,1722,English,None,no,NA,trying to work out which word they were saying that was in capitals. Which was the right one that I was hearing them say. ,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",214.701
7/09/2020 12:51,8,5642061417bdbe00122a1a29,AFRAID-2,okkanai,correct,2430,English,None,no,NA,Listening to Japanese words and trying to guess which of two English words given in a sentence were the correct translation.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",309.107
7/09/2020 12:53,8,5f3edad9746e76182670cd0d,AFRAID-2,okkanai,incorrect,2969,English,,no,NA,Picking the english translation from a japanese word out of a choice of two.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",387.129
7/09/2020 12:54,8,5c62fbd932207f00016bd19e,AFRAID-2,okkanai,incorrect,3302,English ,basic French,no,NA,Listening to short clips and guessing the translation of the words spoken.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",429.327
7/09/2020 12:55,8,58cc4fcac7ed3f000116e5dd,AFRAID-2,okkanai,correct,3768,English,,no,NA,On my own sat in a quiet room,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",421.468
7/09/2020 12:56,8,5efe0fcd47e6e50d7acddc6a,AFRAID-2,okkanai,incorrect,2814,English ,None,no,NA,Listening to Japanese words and trying to figure out what their English translation is,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",374.821
7/09/2020 12:56,8,5ddd5151a71de8cc8744fce4,AFRAID-2,okkanai,incorrect,2051,English,German,no,NA,I was listening to the Japanese words and placing my best guess as to what the English translation was.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",325.671
7/09/2020 13:00,8,5e85e3327ed2b901e9ef4919,AFRAID-2,okkanai,incorrect,5376,English,,no,NA,Guessing which word it sounded most like,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",604.968
7/09/2020 13:00,8,59f0eda5e75b450001a699a7,AFRAID-2,okkanai,correct,1691,English,None,no,NA,Stating the context of the eord i heard,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",551.169
7/09/2020 13:38,8,5bc9e924e642db0001d3a1c5,AFRAID-2,okkanai,correct,910,English,None,no,NA,One of the voicenotes got stuck and I couldnt advance therefore I had to refresh the study complete it again it worked the second time round though,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",723.747
11/09/2020 10:20,8,5e39ef2f59da4009daa59a03,AFRAID-2,okkanai,correct,1313,English,,no,NA,Listening to Japanese words and guessing the English translation.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",340.066
11/09/2020 10:28,8,5c92a21d2affcf001776a514,AFRAID-2,okkanai,incorrect,2775,English,,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",305.618
11/09/2020 10:34,8,5e17956d94a2dc099b08aee2,AFRAID-2,okkanai,incorrect,2822,English,French (some),no,NA,Nothing else - sat on chair in lounge,"After I heard the gunshots and saw the blood, I was very AFRAID.","After wasting several hours on pointless tasks, I was very ANNOYED.",629.245
11/09/2020 12:41,17,5f2b06c2d8178f4ac866c32f,AFRAID-2,osorosyii,incorrect,4371,English,Small amount of Spanish,no,NA,listening to Japanese words and guessing their meaning,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",470.466
11/09/2020 12:42,17,577c065c9fecfe0001a5bcc7,AFRAID-2,osorosyii,incorrect,280,English,,yes,NA,listening to Japanese words and traslating them,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",297.469
11/09/2020 12:44,17,5b58be8a51ac08000194fcd4,AFRAID-2,osorosyii,correct,1603,English,,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",333.188
11/09/2020 12:44,17,5ec9bdbf4bd36711c1fc716a,AFRAID-2,osorosyii,incorrect,2759,English,,no,NA,I was listening to Japanese words and guessing their meaning,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",218.655
11/09/2020 12:48,17,5e5664680e9b5b000de3d751,AFRAID-2,osorosyii,correct,1940,English,Spanish,no,NA,Trying to guess what a describing word was being spoken in Japanese.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",419.412
11/09/2020 12:50,17,5d7e233d7203e80001f50f7c,AFRAID-2,osorosyii,correct,3860,English,French a little,no,NA,Japanese translation,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",339.566
11/09/2020 12:53,17,5e85a0213a32c319090feab4,AFRAID-2,osorosyii,incorrect,1349,English,None,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",343.995
11/09/2020 12:53,17,5f52c36a573b995ca8add5be,AFRAID-2,osorosyii,correct,361,English,None,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",357.621
11/09/2020 12:54,17,5a9722391eda4100013649f3,AFRAID-2,osorosyii,correct,1885,English,Minor French and Spanish,no,NA,guessing the translation of japanese words to english,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",531.195
11/09/2020 12:56,17,5bf53c8d3b34450001726047,AFRAID-2,osorosyii,correct,546,English,None,no,NA,Listening to spoken Japanese words and trying to determine their meanings in English,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",547.77
11/09/2020 12:59,17,5cb898d38609200014b98859,AFRAID-2,osorosyii,correct,5710,English,"a little German, French, Italian",no,NA,Guessing what the Japanese words meant,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",815.052
11/09/2020 13:19,17,5eaf4206cced61646d2907f8,AFRAID-2,osorosyii,incorrect,1738,England,French,no,NA,Listening to Japanese words and guessing their English translation ,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",258.901
11/09/2020 13:21,17,5775a802f8f7ed00014b4c50,AFRAID-2,osorosyii,incorrect,3283,British,none,no,NA,guessing the meaning of japanese words,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",382.068
11/09/2020 13:36,17,5e2a0aa08844870772182455,AFRAID-2,osorosyii,correct,1408,English,None,no,NA,I was guessing the meaning of Japanese words.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",368.823
11/09/2020 13:36,17,59942e109845ef00014de0a3,AFRAID-2,osorosyii,correct,4839,English,German,no,NA,Guessing the meaning in English of some Japanese words,"After I heard the gunshots and saw the blood, I was very AFRAID.","After hearing that I'd won the tournament, I was incredibly HAPPY.",383.114
7/09/2020 12:45,8,5f21cbf0a6367c60710a9ad7,AFRAID-2,ozyii,incorrect,1878,English,,no,NA,listening to japanese words and trying to guess which was the possible meaning from two options,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",383.45
7/09/2020 12:46,8,5f2acd0ea768ae39f46378b2,AFRAID-2,ozyii,correct,1784,English,,no,NA,,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",211.493
7/09/2020 12:51,8,559a78a5fdf99b76964a0ddd,AFRAID-2,ozyii,incorrect,1922,English,None,no,NA,trying to work out which word they were saying that was in capitals. Which was the right one that I was hearing them say. ,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",214.701
7/09/2020 12:51,8,5642061417bdbe00122a1a29,AFRAID-2,ozyii,incorrect,3536,English,None,no,NA,Listening to Japanese words and trying to guess which of two English words given in a sentence were the correct translation.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",309.107
7/09/2020 12:53,8,5f3edad9746e76182670cd0d,AFRAID-2,ozyii,correct,3817,English,,no,NA,Picking the english translation from a japanese word out of a choice of two.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",387.129
7/09/2020 12:54,8,5c62fbd932207f00016bd19e,AFRAID-2,ozyii,incorrect,767,English ,basic French,no,NA,Listening to short clips and guessing the translation of the words spoken.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",429.327
7/09/2020 12:55,8,58cc4fcac7ed3f000116e5dd,AFRAID-2,ozyii,incorrect,3587,English,,no,NA,On my own sat in a quiet room,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",421.468
7/09/2020 12:56,8,5efe0fcd47e6e50d7acddc6a,AFRAID-2,ozyii,incorrect,2552,English ,None,no,NA,Listening to Japanese words and trying to figure out what their English translation is,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",374.821
7/09/2020 12:56,8,5ddd5151a71de8cc8744fce4,AFRAID-2,ozyii,correct,4327,English,German,no,NA,I was listening to the Japanese words and placing my best guess as to what the English translation was.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",325.671
7/09/2020 13:00,8,5e85e3327ed2b901e9ef4919,AFRAID-2,ozyii,incorrect,4568,English,,no,NA,Guessing which word it sounded most like,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",604.968
7/09/2020 13:00,8,59f0eda5e75b450001a699a7,AFRAID-2,ozyii,correct,3115,English,None,no,NA,Stating the context of the eord i heard,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",551.169
7/09/2020 13:38,8,5bc9e924e642db0001d3a1c5,AFRAID-2,ozyii,incorrect,674,English,None,no,NA,One of the voicenotes got stuck and I couldnt advance therefore I had to refresh the study complete it again it worked the second time round though,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",723.747
11/09/2020 10:20,8,5e39ef2f59da4009daa59a03,AFRAID-2,ozyii,incorrect,831,English,,no,NA,Listening to Japanese words and guessing the English translation.,"After I heard the gunshots and saw the blood, I was very AFRAID.","After looking after three small children all day, I was utterly DRAINED.",340.066
