prolificID,nativelang,otherlangs,taskdesc,experiment,form,trans,foil,answer,rt,identifier
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,hirihiri,PULSATING,https://www.honestcookingblog.com/soundfiles/dzakya.mp3,incorrect,962,hirihiri_THROBBING
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,hetoheto,TIRED,https://www.honestcookingblog.com/soundfiles/nohe.mp3,incorrect,619,hetoheto_EXHAUSTED
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,suzusyii,FRESH,https://www.honestcookingblog.com/soundfiles/gikima.mp3,incorrect,982,suzusyii_COOL
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,zuruNzuruN,SLIMY,https://www.honestcookingblog.com/soundfiles/gihiQ.mp3,correct,1436,zuruNzuruN_SLIMY
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,omoi,OILY/HEAVY (FOOD),https://www.honestcookingblog.com/soundfiles/esea.mp3,correct,914,omoi_OILY/HEAVY (FOOD)
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,suQkoi,CUNNING,https://www.honestcookingblog.com/soundfiles/girea.mp3,incorrect,2115,suQkoi_CUNNING
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,tyiraatyiraa,"BURNING (PAIN, E.G. IN EYES)",https://www.honestcookingblog.com/soundfiles/gaku.mp3,incorrect,1342,tyiraatyiraa_STINGING (PAIN)
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,nebaneba,GOOEY,https://www.honestcookingblog.com/soundfiles/hosyu.mp3,incorrect,1712,nebaneba_SLIMY
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,serasera,TINGLING,https://www.honestcookingblog.com/soundfiles/mokyu.mp3,incorrect,1350,serasera_PRICKLING
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,oQkanai,FRIGHTENING,https://www.honestcookingblog.com/soundfiles/eruhua.mp3,incorrect,1007,oQkanai_SCARY
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,kaii,PRICKLING,https://www.honestcookingblog.com/soundfiles/rua.mp3,incorrect,1870,kaii_ITCHING
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,kooru,FREEZE,https://www.honestcookingblog.com/soundfiles/reki.mp3,correct,1618,kooru_FREEZE
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,hidarui,STARVING,https://www.honestcookingblog.com/soundfiles/zyahukia.mp3,incorrect,1570,hidarui_HUNGRY
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,sabaku,TEAR,https://www.honestcookingblog.com/soundfiles/muhuzi.mp3,incorrect,2148,sabaku_TEAR
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,omoreru,HUMID,https://www.honestcookingblog.com/soundfiles/esekyokyi.mp3,correct,1158,omoreru_HUMID
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,dareta,TIRED,https://www.honestcookingblog.com/soundfiles/wuhohu.mp3,correct,1044,dareta_EXHAUSTED
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,mizukusai,BLAND (TASTE),https://www.honestcookingblog.com/soundfiles/tyaginikua.mp3,correct,1392,mizukusai_WEAK
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,kawaku,DRY,https://www.honestcookingblog.com/soundfiles/rutsuri.mp3,incorrect,898,kawaku_DRY
5f37c48b13c5e902a5ef37d8,English,NA,Guessing which sounds are the correct Japanese translations.,1,kitsuka,SLUGGISH,https://www.honestcookingblog.com/soundfiles/zawizu.mp3,incorrect,1278,kitsuka_SLUGGISH
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,yoroyoro,WOBBLING,https://www.honestcookingblog.com/soundfiles/tehe.mp3,correct,2985,yoroyoro_WOBBLING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,fuwafuwa,FLUFFY,https://www.honestcookingblog.com/soundfiles/gityu.mp3,correct,5372,fuwafuwa_SOFT
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,katai,HARD,https://www.honestcookingblog.com/soundfiles/zuwua.mp3,correct,1386,katai_HARD
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,pyoNpyoN,BOUNCING,https://www.honestcookingblog.com/soundfiles/zeQ.mp3,correct,1192,pyoNpyoN_HOPPING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,hisohiso,HISSING,https://www.honestcookingblog.com/soundfiles/nake.mp3,incorrect,1490,hisohiso_WHISPERING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,tyikutyiku,SPASMING (E.G. IN STOMACH),https://www.honestcookingblog.com/soundfiles/yazi.mp3,correct,2729,tyikutyiku_CRAMPING (STOMACH)
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,syiQpori,DAMP,https://www.honestcookingblog.com/soundfiles/nawekya.mp3,correct,1344,syiQpori_WET
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,kapokapo,SLOSHING,https://www.honestcookingblog.com/soundfiles/ruye.mp3,correct,1542,kapokapo_SLOSHING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,yakiyaki,IMPATIENT,https://www.honestcookingblog.com/soundfiles/tsura.mp3,correct,1226,yakiyaki_ANNOYED/IMPATIENT
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,darui,LETHARGIC,https://www.honestcookingblog.com/soundfiles/yukyia.mp3,incorrect,4953,darui_SLUGGISH
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,igaiga,PRICKLING,https://www.honestcookingblog.com/soundfiles/atyu.mp3,correct,1889,igaiga_PRICKLING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,zawazawa,(SPINE) TINGLING,https://www.honestcookingblog.com/soundfiles/guzyu.mp3,correct,2328,zawazawa_(SPINE) TINGLING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,hirihiri,PULSATING,https://www.honestcookingblog.com/soundfiles/naha.mp3,incorrect,1275,hirihiri_THROBBING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,hetoheto,TIRED,https://www.honestcookingblog.com/soundfiles/zyoye.mp3,incorrect,1311,hetoheto_EXHAUSTED
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,suzusyii,FRESH,https://www.honestcookingblog.com/soundfiles/mikyina.mp3,correct,1433,suzusyii_COOL
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,zuruNzuruN,GOOEY,https://www.honestcookingblog.com/soundfiles/gihiQ.mp3,correct,2131,zuruNzuruN_SLIMY
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,omoi,OILY/HEAVY (FOOD),https://www.honestcookingblog.com/soundfiles/esyea.mp3,correct,1535,omoi_OILY/HEAVY (FOOD)
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,suQkoi,SLY,https://www.honestcookingblog.com/soundfiles/kinea.mp3,incorrect,1657,suQkoi_CUNNING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,tyiraatyiraa,"BURNING (PAIN, E.G. IN EYES)",https://www.honestcookingblog.com/soundfiles/gaku.mp3,incorrect,5678,tyiraatyiraa_STINGING (PAIN)
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,nebaneba,GOOEY,https://www.honestcookingblog.com/soundfiles/kohu.mp3,correct,1076,nebaneba_SLIMY
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,serasera,PRICKLING,https://www.honestcookingblog.com/soundfiles/kohu.mp3,correct,1579,serasera_PRICKLING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,oQkanai,SCARY,https://www.honestcookingblog.com/soundfiles/ezukua.mp3,incorrect,1913,oQkanai_SCARY
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,kaii,PRICKLING,https://www.honestcookingblog.com/soundfiles/nua.mp3,correct,1667,kaii_ITCHING
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,kooru,FREEZE,https://www.honestcookingblog.com/soundfiles/reki.mp3,correct,1714,kooru_FREEZE
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,hidarui,HUNGRY,https://www.honestcookingblog.com/soundfiles/nawuhia.mp3,correct,1253,hidarui_HUNGRY
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,sabaku,TEAR,https://www.honestcookingblog.com/soundfiles/kutyuni.mp3,incorrect,1834,sabaku_TEAR
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,omoreru,HUMID,https://www.honestcookingblog.com/soundfiles/etyehohi.mp3,correct,1924,omoreru_HUMID
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,dareta,WORN OUT,https://www.honestcookingblog.com/soundfiles/hukoyu.mp3,incorrect,1133,dareta_EXHAUSTED
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,mizukusai,WATERY,https://www.honestcookingblog.com/soundfiles/syakirigua.mp3,incorrect,2088,mizukusai_WEAK
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,kawaku,DRY,https://www.honestcookingblog.com/soundfiles/zutyuzi.mp3,correct,1492,kawaku_DRY
5f69a3c91c1e25193e3f9c7b,English,"Korean, Yoruba",Listening to Japanese words and guessing which was the correct answer.,1,kitsuka,LETHARGIC,https://www.honestcookingblog.com/soundfiles/zawizu.mp3,correct,2106,kitsuka_SLUGGISH
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,yoroyoro,WOBBLING,https://www.honestcookingblog.com/soundfiles/tseke.mp3,incorrect,3211,yoroyoro_WOBBLING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,fuwafuwa,FLUFFY,https://www.honestcookingblog.com/soundfiles/rizyu.mp3,correct,2197,fuwafuwa_SOFT
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,katai,HARD,https://www.honestcookingblog.com/soundfiles/zuwua.mp3,correct,3427,katai_HARD
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,pyoNpyoN,HOPPING,https://www.honestcookingblog.com/soundfiles/neQ.mp3,correct,1668,pyoNpyoN_HOPPING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,hisohiso,HISSING,https://www.honestcookingblog.com/soundfiles/zyage.mp3,correct,1399,hisohiso_WHISPERING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,tyikutyiku,CRAMPING (E.G. IN STOMACH),https://www.honestcookingblog.com/soundfiles/gari.mp3,incorrect,1479,tyikutyiku_CRAMPING (STOMACH)
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,syiQpori,DAMP,https://www.honestcookingblog.com/soundfiles/nawekya.mp3,incorrect,1191,syiQpori_WET
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,kapokapo,SLOSHING,https://www.honestcookingblog.com/soundfiles/nusye.mp3,incorrect,1255,kapokapo_SLOSHING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,yakiyaki,ANNOYED,https://www.honestcookingblog.com/soundfiles/tsura.mp3,correct,1597,yakiyaki_ANNOYED/IMPATIENT
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,darui,SLUGGISH,https://www.honestcookingblog.com/soundfiles/wuhia.mp3,correct,1168,darui_SLUGGISH
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,igaiga,TINGLING,https://www.honestcookingblog.com/soundfiles/aru.mp3,correct,1253,igaiga_PRICKLING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,zawazawa,SHIVERS (DOWN YOUR SPINE),https://www.honestcookingblog.com/soundfiles/kyutyu.mp3,incorrect,5517,zawazawa_(SPINE) TINGLING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,hirihiri,THROBBING,https://www.honestcookingblog.com/soundfiles/naha.mp3,correct,2210,hirihiri_THROBBING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,hetoheto,TIRED,https://www.honestcookingblog.com/soundfiles/zyoye.mp3,incorrect,1533,hetoheto_EXHAUSTED
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,suzusyii,FRESH,https://www.honestcookingblog.com/soundfiles/kigira.mp3,correct,1086,suzusyii_COOL
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,zuruNzuruN,SLIMY,https://www.honestcookingblog.com/soundfiles/kikiQ.mp3,incorrect,1206,zuruNzuruN_SLIMY
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,omoi,OILY/HEAVY (FOOD),https://www.honestcookingblog.com/soundfiles/esyea.mp3,incorrect,2101,omoi_OILY/HEAVY (FOOD)
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,suQkoi,SLY,https://www.honestcookingblog.com/soundfiles/mizea.mp3,incorrect,921,suQkoi_CUNNING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,tyiraatyiraa,"BURNING (PAIN, E.G. IN EYES)",https://www.honestcookingblog.com/soundfiles/gaku.mp3,correct,1309,tyiraatyiraa_STINGING (PAIN)
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,nebaneba,SLIMY,https://www.honestcookingblog.com/soundfiles/kohu.mp3,incorrect,1120,nebaneba_SLIMY
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,serasera,TINGLING,https://www.honestcookingblog.com/soundfiles/kohu.mp3,correct,1461,serasera_PRICKLING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,oQkanai,SCARY,https://www.honestcookingblog.com/soundfiles/enusyua.mp3,correct,1120,oQkanai_SCARY
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,kaii,ITCHING,https://www.honestcookingblog.com/soundfiles/zua.mp3,incorrect,1564,kaii_ITCHING
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,kooru,FREEZE,https://www.honestcookingblog.com/soundfiles/nehi.mp3,correct,2145,kooru_FREEZE
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,hidarui,STARVING,https://www.honestcookingblog.com/soundfiles/dzayukyia.mp3,incorrect,1275,hidarui_HUNGRY
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,sabaku,RIP,https://www.honestcookingblog.com/soundfiles/kutyuni.mp3,incorrect,995,sabaku_TEAR
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,omoreru,MUGGY,https://www.honestcookingblog.com/soundfiles/esekyokyi.mp3,correct,1058,omoreru_HUMID
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,dareta,TIRED,https://www.honestcookingblog.com/soundfiles/yukyowu.mp3,incorrect,1426,dareta_EXHAUSTED
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,mizukusai,WATERY,https://www.honestcookingblog.com/soundfiles/syakirigua.mp3,correct,1007,mizukusai_WEAK
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,kawaku,PARCHED,https://www.honestcookingblog.com/soundfiles/zutyuzi.mp3,correct,1903,kawaku_DRY
5f0392eaa2ece25aa44014f8,English,NA,Translating speech,1,kitsuka,SLUGGISH,https://www.honestcookingblog.com/soundfiles/rayiru.mp3,correct,1126,kitsuka_SLUGGISH
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,yoroyoro,SWAYING,https://www.honestcookingblog.com/soundfiles/tseke.mp3,incorrect,2580,yoroyoro_WOBBLING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,fuwafuwa,SOFT,https://www.honestcookingblog.com/soundfiles/nitsu.mp3,incorrect,2133,fuwafuwa_SOFT
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,katai,TOUGH,https://www.honestcookingblog.com/soundfiles/ruyua.mp3,incorrect,2108,katai_HARD
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,pyoNpyoN,HOPPING,https://www.honestcookingblog.com/soundfiles/reQ.mp3,correct,1141,pyoNpyoN_HOPPING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,hisohiso,WHISPERING,https://www.honestcookingblog.com/soundfiles/nake.mp3,correct,1352,hisohiso_WHISPERING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,tyikutyiku,CRAMPING (E.G. IN STOMACH),https://www.honestcookingblog.com/soundfiles/yazi.mp3,correct,1740,tyikutyiku_CRAMPING (STOMACH)
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,syiQpori,SOGGY,https://www.honestcookingblog.com/soundfiles/mayeka.mp3,incorrect,1988,syiQpori_WET
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,kapokapo,SLOSHING,https://www.honestcookingblog.com/soundfiles/zuwe.mp3,correct,1834,kapokapo_SLOSHING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,yakiyaki,IMPATIENT,https://www.honestcookingblog.com/soundfiles/tuna.mp3,correct,1690,yakiyaki_ANNOYED/IMPATIENT
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,darui,LETHARGIC,https://www.honestcookingblog.com/soundfiles/yukyia.mp3,incorrect,1451,darui_SLUGGISH
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,igaiga,TINGLING,https://www.honestcookingblog.com/soundfiles/aru.mp3,correct,1372,igaiga_PRICKLING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,zawazawa,SHIVERS (DOWN YOUR SPINE),https://www.honestcookingblog.com/soundfiles/kyutyu.mp3,incorrect,2781,zawazawa_(SPINE) TINGLING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,hirihiri,PULSATING,https://www.honestcookingblog.com/soundfiles/zyaka.mp3,correct,1703,hirihiri_THROBBING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,hetoheto,WEARY,https://www.honestcookingblog.com/soundfiles/dzowe.mp3,incorrect,1499,hetoheto_EXHAUSTED
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,suzusyii,FRESH,https://www.honestcookingblog.com/soundfiles/mikyina.mp3,correct,1200,suzusyii_COOL
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,zuruNzuruN,SLIMY,https://www.honestcookingblog.com/soundfiles/kyikyiQ.mp3,incorrect,1482,zuruNzuruN_SLIMY
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,omoi,OILY/HEAVY (FOOD),https://www.honestcookingblog.com/soundfiles/esyea.mp3,correct,1510,omoi_OILY/HEAVY (FOOD)
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,suQkoi,SLY,https://www.honestcookingblog.com/soundfiles/girea.mp3,correct,2428,suQkoi_CUNNING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,tyiraatyiraa,"STINGING (PAIN, E.G. IN EYES)",https://www.honestcookingblog.com/soundfiles/yakyu.mp3,correct,2631,tyiraatyiraa_STINGING (PAIN)
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,nebaneba,SLIMY,https://www.honestcookingblog.com/soundfiles/syotyu.mp3,incorrect,1685,nebaneba_SLIMY
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,serasera,TINGLING,https://www.honestcookingblog.com/soundfiles/goku.mp3,correct,1639,serasera_PRICKLING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,oQkanai,SCARY,https://www.honestcookingblog.com/soundfiles/ezukua.mp3,correct,1493,oQkanai_SCARY
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,kaii,ITCHING,https://www.honestcookingblog.com/soundfiles/zua.mp3,incorrect,1813,kaii_ITCHING
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,kooru,FREEZE,https://www.honestcookingblog.com/soundfiles/nehi.mp3,incorrect,1769,kooru_FREEZE
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,hidarui,STARVING,https://www.honestcookingblog.com/soundfiles/zyahukia.mp3,correct,1127,hidarui_HUNGRY
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,sabaku,TEAR,https://www.honestcookingblog.com/soundfiles/gusyuri.mp3,correct,1607,sabaku_TEAR
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,omoreru,HUMID,https://www.honestcookingblog.com/soundfiles/esekyokyi.mp3,correct,1101,omoreru_HUMID
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,dareta,EXHAUSTED,https://www.honestcookingblog.com/soundfiles/hukoyu.mp3,correct,2071,dareta_EXHAUSTED
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,mizukusai,TASTELESS,https://www.honestcookingblog.com/soundfiles/tyaginikua.mp3,correct,2497,mizukusai_WEAK
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,kawaku,PARCHED,https://www.honestcookingblog.com/soundfiles/rutsuri.mp3,correct,1244,kawaku_DRY
5e7e6551c7c4b70becc3b666,English,NA,trying to translate what i felt the english word was from the japanese word,1,kitsuka,SLUGGISH,https://www.honestcookingblog.com/soundfiles/zawizu.mp3,correct,1586,kitsuka_SLUGGISH
5fec76930b1a4490b0a8f38c,English,NA,The generated voice was unpleasant,1,yoroyoro,WOBBLING,https://www.honestcookingblog.com/soundfiles/tyekye.mp3,incorrect,2419,yoroyoro_WOBBLING
5fec76930b1a4490b0a8f38c,English,NA,The generated voice was unpleasant,1,fuwafuwa,SOFT,https://www.honestcookingblog.com/soundfiles/rizyu.mp3,incorrect,2247,fuwafuwa_SOFT
5fec76930b1a4490b0a8f38c,English,NA,The generated voice was unpleasant,1,katai,TOUGH,https://www.honestcookingblog.com/soundfiles/ruyua.mp3,correct,1277,katai_HARD
5fec76930b1a4490b0a8f38c,English,NA,The generated voice was unpleasant,1,pyoNpyoN,HOPPING,https://www.honestcookingblog.com/soundfiles/reQ.mp3,correct,1649,pyoNpyoN_HOPPING
5fec76930b1a4490b0a8f38c,English,NA,The generated voice was unpleasant,1,hisohiso,WHISPERING,https://www.honestcookingblog.com/soundfiles/dzame.mp3,correct,1679,hisohiso_WHISPERING
5fec76930b1a4490b0a8f38c,English,NA,The generated voice was unpleasant,1,tyikutyiku,SPASMING (E.G. IN STOMACH),https://www.honestcookingblog.com/soundfiles/gari.mp3,correct,2531,tyikutyiku_CRAMPING (STOMACH)
